Commodity_Code,Commodity_Description,Country_Code,Country_Name,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_ID,Unit_Description,Value
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,58,Bean Imports,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,20,Beginning Stocks,2,(1000 60 KG BAGS),45831.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,125,Domestic Consumption,2,(1000 60 KG BAGS),8890.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,176,Ending Stocks,2,(1000 60 KG BAGS),31904.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,88,Exports,2,(1000 60 KG BAGS),16037.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,57,Imports,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,56,Other Production,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,28,Production,2,(1000 60 KG BAGS),11000.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,107,Roast & Ground Exports,2,(1000 60 KG BAGS),24.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,75,Roast & Ground Imports,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,53,Robusta Production,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,141,"Rst,Ground Dom. Consum",2,(1000 60 KG BAGS),8815.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,154,Soluble Dom. Cons.,2,(1000 60 KG BAGS),75.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,114,Soluble Exports,2,(1000 60 KG BAGS),1101.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,82,Soluble Imports,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,178,Total Distribution,2,(1000 60 KG BAGS),56831.0
0711100,"Coffee, Green",BR,Brazil,1970,1970,0,86,Total Supply,2,(1000 60 KG BAGS),56831.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,29,Arabica Production,2,(1000 60 KG BAGS),24600.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,90,Bean Exports,2,(1000 60 KG BAGS),18567.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,58,Bean Imports,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,20,Beginning Stocks,2,(1000 60 KG BAGS),31904.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,125,Domestic Consumption,2,(1000 60 KG BAGS),8829.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,176,Ending Stocks,2,(1000 60 KG BAGS),27632.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,88,Exports,2,(1000 60 KG BAGS),20043.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,57,Imports,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,56,Other Production,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,28,Production,2,(1000 60 KG BAGS),24600.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,107,Roast & Ground Exports,2,(1000 60 KG BAGS),39.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,75,Roast & Ground Imports,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,53,Robusta Production,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,141,"Rst,Ground Dom. Consum",2,(1000 60 KG BAGS),8749.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,154,Soluble Dom. Cons.,2,(1000 60 KG BAGS),80.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,114,Soluble Exports,2,(1000 60 KG BAGS),1437.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,82,Soluble Imports,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,178,Total Distribution,2,(1000 60 KG BAGS),56504.0
0711100,"Coffee, Green",BR,Brazil,1971,1971,0,86,Total Supply,2,(1000 60 KG BAGS),56504.0
0711100,"Coffee, Green",BR,Brazil,1972,1972,0,29,Arabica Production,2,(1000 60 KG BAGS),24500.0
0711100,"Coffee, Green",BR,Brazil,1972,1972,0,90,Bean Exports,2,(1000 60 KG BAGS),17259.0
0711100,"Coffee, Green",BR,Brazil,1972,1972,0,58,Bean Imports,2,(1000 60 KG BAGS),0.0
0711100,"Coffee, Green",BR,Brazil,1972,1972,0,20,Beginning Stocks,2,(1000 60 KG BAGS),27632.0
